timestamp,scenario,zone,detected_occupancy,density_score,density_growth,movement_score,convergence_score,conflict_score,bottleneck_score
105,ESCALATING,ZONE_C,29.18,22.92,11.36,21.72,18.42,12.56,16.21
105,ESCALATING,ZONE_D,23.34,19.82,12.66,20.01,11.82,13.29,10.73
110,ESCALATING,ZONE_A,36.11,27.53,15.94,23.2,21.74,14.54,16.76
110,ESCALATING,ZONE_B,48.66,33.46,21.34,32.41,27.21,22.89,18.36
110,ESCALATING,ZONE_C,29.81,24.59,16.57,21.94,12.73,15.07,18.88
110,ESCALATING,ZONE_D,29.28,17.2,14.03,15.84,17.8,13.17,10.82
115,ESCALATING,ZONE_A,35.64,30.34,13.41,21.36,15.57,17.2,16.36
115,ESCALATING,ZONE_B,45.91,37.87,21.48,34.04,27.77,24.06,25.01
115,ESCALATING,ZONE_C,30.42,26.88,12.84,17.64,17.31,11.34,16.01
115,ESCALATING,ZONE_D,25.07,22.59,14.13,17.89,14.5,14.08,14.38
120,ESCALATING,ZONE_A,35.52,30.64,16.03,26.02,19.93,19.28,21.3
120,ESCALATING,ZONE_B,44.69,37.5,23.92,31.19,28.63,25.74,27.13
120,ESCALATING,ZONE_C,34.02,20.34,12.45,19.47,17.66,14.82,20.93
120,ESCALATING,ZONE_D,24.03,19.22,13.17,21.69,18.28,14.71,15.47
125,ESCALATING,ZONE_A,35.59,29.41,20.33,27.24,18.62,20.07,18.36
125,ESCALATING,ZONE_B,43.17,36.58,28.1,33.64,24.58,27.48,28.13
125,ESCALATING,ZONE_C,33.95,27.09,16.1,23.74,16.83,17.97,15.48
125,ESCALATING,ZONE_D,28.61,20.21,13.07,17.19,13.21,14.42,15.92
130,ESCALATING,ZONE_A,40.49,33.25,19.76,27.47,21.89,20.93,21.12
130,ESCALATING,ZONE_B,52.43,41.62,26.49,37.01,31.14,30.66,31.82
130,ESCALATING,ZONE_C,34.32,29.57,17.04,23.03,20.14,11.24,19.86
130,ESCALATING,ZONE_D,29.0,23.87,14.55,21.25,16.28,15.18,14.35
135,ESCALATING,ZONE_A,38.84,33.74,19.0,26.37,20.83,18.28,18.46
135,ESCALATING,ZONE_B,47.99,43.2,29.11,40.22,30.1,29.54,33.02
135,ESCALATING,ZONE_C,33.02,27.23,18.85,24.0,17.84,17.4,20.13
135,ESCALATING,ZONE_D,28.87,24.82,13.42,20.6,15.78,13.91,14.07
140,ESCALATING,ZONE_A,40.53,36.96,23.92,24.68,25.58,24.09,22.87
140,ESCALATING,ZONE_B,57.24,41.37,27.08,37.56,31.19,26.54,25.11
140,ESCALATING,ZONE_C,34.09,28.52,20.34,22.2,21.26,20.99,16.48
140,ESCALATING,ZONE_D,31.18,26.45,16.53,26.01,17.32,21.64,17.04
145,ESCALATING,ZONE_A,39.98,28.29,22.56,26.92,25.44,18.96,26.36
145,ESCALATING,ZONE_B,52.16,45.34,28.38,44.28,33.42,32.02,33.99
145,ESCALATING,ZONE_C,34.83,27.41,18.35,23.37,21.36,22.82,18.51
145,ESCALATING,ZONE_D,29.68,23.43,16.9,23.78,18.14,19.75,18.93
150,ESCALATING,ZONE_A,42.53,32.23,20.7,25.03,25.42,21.76,22.12
150,ESCALATING,ZONE_B,55.62,46.28,33.37,40.7,35.6,31.29,33.94
150,ESCALATING,ZONE_C,32.74,26.38,23.37,25.21,22.45,19.06,20.17
150,ESCALATING,ZONE_D,30.22,22.8,17.69,21.97,17.82,15.25,25.74
155,ESCALATING,ZONE_A,42.09,33.94,21.78,29.87,29.01,24.96,26.66
155,ESCALATING,ZONE_B,55.72,52.34,31.36,42.73,38.34,33.96,36.01
155,ESCALATING,ZONE_C,35.22,36.53,23.52,24.96,24.58,18.93,18.95
155,ESCALATING,ZONE_D,29.67,22.07,16.15,22.79,20.8,18.53,21.48
160,ESCALATING,ZONE_A,43.12,33.04,24.94,32.46,26.84,25.46,26.02
160,ESCALATING,ZONE_B,51.08,49.21,28.73,46.46,37.38,34.79,35.04
160,ESCALATING,ZONE_C,38.34,34.05,23.65,26.64,23.74,22.81,25.22
160,ESCALATING,ZONE_D,29.43,27.21,16.49,21.99,18.54,15.66,23.17
165,ESCALATING,ZONE_A,43.6,38.19,19.99,35.9,22.59,24.19,31.52
165,ESCALATING,ZONE_B,53.67,49.73,34.36,42.67,38.42,39.43,40.69
165,ESCALATING,ZONE_C,36.12,27.85,22.61,31.23,22.47,23.31,25.92
165,ESCALATING,ZONE_D,32.6,29.43,19.01,26.09,17.52,20.37,21.68
170,ESCALATING,ZONE_A,42.64,34.0,24.57,36.31,25.74,28.5,29.79
170,ESCALATING,ZONE_B,59.8,52.33,38.63,44.52,35.34,34.62,41.93
170,ESCALATING,ZONE_C,39.01,34.82,21.8,25.2,24.57,24.52,24.58
170,ESCALATING,ZONE_D,32.99,28.57,17.65,21.0,20.27,20.38,23.67
175,ESCALATING,ZONE_A,41.58,37.06,25.65,36.73,31.94,23.62,29.88
175,ESCALATING,ZONE_B,56.67,50.92,35.53,49.84,42.13,37.38,42.74
175,ESCALATING,ZONE_C,36.71,28.83,27.5,32.02,27.95,25.39,28.21
175,ESCALATING,ZONE_D,29.5,25.79,18.85,24.45,19.62,17.0,20.6
180,ESCALATING,ZONE_A,42.91,42.59,25.9,39.38,31.29,25.54,30.15
180,ESCALATING,ZONE_B,59.44,52.97,35.76,41.69,42.1,37.8,45.48
180,ESCALATING,ZONE_C,38.2,33.7,23.93,37.24,28.28,23.22,28.76
180,ESCALATING,ZONE_D,32.91,25.91,20.74,28.58,20.39,20.02,25.91
185,ESCALATING,ZONE_A,43.7,37.0,29.69,33.09,27.86,27.9,28.27
185,ESCALATING,ZONE_B,63.55,57.51,37.33,47.33,43.92,43.27,47.4
185,ESCALATING,ZONE_C,37.24,38.59,24.24,32.59,30.05,25.61,28.64
185,ESCALATING,ZONE_D,32.39,28.04,23.96,25.75,25.83,21.87,23.18
190,ESCALATING,ZONE_A,44.45,38.73,28.64,41.94,33.18,29.92,29.25
190,ESCALATING,ZONE_B,63.51,53.7,38.74,51.22,41.88,38.77,44.64
190,ESCALATING,ZONE_C,39.85,35.39,25.18,30.89,31.61,25.29,27.24
190,ESCALATING,ZONE_D,34.66,30.87,24.32,25.71,24.33,21.46,26.47
195,ESCALATING,ZONE_A,45.29,42.33,29.2,39.96,31.49,29.62,33.13
195,ESCALATING,ZONE_B,65.31,54.84,36.78,51.52,43.79,40.35,45.91
195,ESCALATING,ZONE_C,39.35,38.97,28.43,34.07,28.86,27.32,28.37
195,ESCALATING,ZONE_D,32.12,33.19,23.85,24.35,27.27,26.61,27.87
200,ESCALATING,ZONE_A,47.55,40.97,31.55,37.85,33.24,31.91,36.07
200,ESCALATING,ZONE_B,62.41,58.74,39.72,49.96,47.64,40.02,43.27
200,ESCALATING,ZONE_C,40.4,39.32,29.56,30.86,28.37,27.03,35.06
200,ESCALATING,ZONE_D,37.48,31.43,20.21,23.58,25.96,21.5,23.73
205,ESCALATING,ZONE_A,47.65,42.25,34.5,38.57,34.88,31.87,40.57
205,ESCALATING,ZONE_B,65.11,60.58,43.79,47.31,48.73,38.89,49.21
205,ESCALATING,ZONE_C,37.62,38.24,25.77,32.35,30.03,26.6,30.15
205,ESCALATING,ZONE_D,34.95,33.31,21.23,27.59,29.05,21.07,28.81
210,ESCALATING,ZONE_A,45.74,45.98,29.92,40.4,39.41,33.34,37.58
210,ESCALATING,ZONE_B,62.78,55.84,44.06,52.69,47.05,44.32,48.42
210,ESCALATING,ZONE_C,41.97,36.85,26.29,36.49,32.93,29.73,28.35
210,ESCALATING,ZONE_D,34.54,33.67,26.91,31.08,28.41,21.43,30.03
215,ESCALATING,ZONE_A,47.86,44.84,33.97,38.57,36.41,33.43,36.03
215,ESCALATING,ZONE_B,67.27,60.39,44.57,51.88,46.03,44.63,49.72
215,ESCALATING,ZONE_C,43.05,40.49,27.81,35.15,31.83,32.32,37.7
215,ESCALATING,ZONE_D,34.22,33.48,25.8,30.94,27.8,22.54,24.46
220,ESCALATING,ZONE_A,47.92,42.04,35.99,42.55,38.17,35.62,38.94
220,ESCALATING,ZONE_B,61.3,59.25,45.15,58.85,46.86,42.03,54.4
220,ESCALATING,ZONE_C,39.6,45.62,28.69,38.15,34.62,27.2,34.79
220,ESCALATING,ZONE_D,38.07,33.79,28.12,30.09,24.84,26.64,27.47
225,ESCALATING,ZONE_A,50.84,46.85,35.73,40.48,42.81,33.4,37.79
225,ESCALATING,ZONE_B,69.45,59.6,46.63,57.28,46.52,42.02,51.9
225,ESCALATING,ZONE_C,43.17,41.33,31.59,39.22,33.41,29.4,36.93
225,ESCALATING,ZONE_D,37.39,32.18,29.63,28.47,27.47,25.37,26.2
230,ESCALATING,ZONE_A,51.42,47.34,33.78,45.21,38.84,32.68,43.13
230,ESCALATING,ZONE_B,70.5,61.2,48.99,59.37,56.25,45.38,53.5
230,ESCALATING,ZONE_C,44.97,42.31,30.38,34.13,32.69,29.0,36.77
230,ESCALATING,ZONE_D,37.73,38.29,25.85,32.08,23.12,25.52,28.66
235,ESCALATING,ZONE_A,52.27,44.14,40.78,44.61,39.62,38.64,41.21
235,ESCALATING,ZONE_B,71.67,59.26,51.69,54.73,53.06,46.79,52.03
235,ESCALATING,ZONE_C,46.17,40.6,35.13,40.65,34.84,29.09,39.31
235,ESCALATING,ZONE_D,35.78,37.39,26.65,31.06,28.31,22.17,27.1
240,ESCALATING,ZONE_A,51.41,46.2,38.99,44.68,40.24,34.41,41.76
240,ESCALATING,ZONE_B,66.65,64.49,52.43,57.66,53.76,49.12,52.82
240,ESCALATING,ZONE_C,44.48,41.78,32.1,35.46,31.91,32.45,33.95
240,ESCALATING,ZONE_D,39.66,29.81,26.21,30.89,32.98,27.93,29.0
245,ESCALATING,ZONE_A,51.74,45.03,35.44,45.39,35.54,36.89,40.82
245,ESCALATING,ZONE_B,70.65,66.53,56.39,57.7,53.41,50.17,58.07
245,ESCALATING,ZONE_C,51.08,39.2,30.75,39.39,38.37,31.74,37.85
245,ESCALATING,ZONE_D,40.65,33.61,30.17,28.85,32.03,25.94,28.24
250,ESCALATING,ZONE_A,54.88,47.6,40.22,43.44,41.47,38.4,41.4
250,ESCALATING,ZONE_B,68.61,64.11,52.95,57.17,54.17,49.42,59.23
250,ESCALATING,ZONE_C,41.6,40.63,31.56,33.77,35.98,27.52,33.57
250,ESCALATING,ZONE_D,37.89,36.51,27.54,33.97,29.08,28.32,32.31
255,ESCALATING,ZONE_A,54.6,46.78,39.96,47.15,43.01,41.18,41.13
255,ESCALATING,ZONE_B,68.93,61.09,48.66,56.64,52.97,49.48,54.42
255,ESCALATING,ZONE_C,44.52,40.62,34.91,39.63,37.92,33.87,40.16
255,ESCALATING,ZONE_D,38.46,35.03,29.17,34.26,34.7,29.26,34.01
260,ESCALATING,ZONE_A,50.16,47.17,41.11,46.46,42.3,35.47,45.4
260,ESCALATING,ZONE_B,69.16,64.28,52.17,63.6,57.46,50.32,56.83
260,ESCALATING,ZONE_C,45.86,43.8,35.51,39.54,35.69,32.02,35.64
260,ESCALATING,ZONE_D,44.99,37.71,30.15,34.92,28.86,26.77,30.62
265,ESCALATING,ZONE_A,50.75,52.9,45.88,46.46,43.63,37.06,39.35
265,ESCALATING,ZONE_B,70.06,67.49,54.72,58.46,56.68,46.66,59.03
265,ESCALATING,ZONE_C,46.95,43.1,33.48,37.82,34.38,34.93,38.22
265,ESCALATING,ZONE_D,40.31,36.23,29.73,36.12,32.86,27.58,30.5
270,ESCALATING,ZONE_A,52.23,47.57,37.59,50.14,43.31,39.09,43.43
270,ESCALATING,ZONE_B,72.77,66.36,57.62,58.9,57.46,51.03,58.69
270,ESCALATING,ZONE_C,44.59,45.61,33.97,36.2,39.11,32.14,37.29
270,ESCALATING,ZONE_D,41.46,38.82,26.48,32.83,31.69,29.67,34.69
275,ESCALATING,ZONE_A,53.29,52.96,40.69,47.39,42.63,37.88,40.97
275,ESCALATING,ZONE_B,71.28,67.66,56.04,64.87,57.36,53.05,57.56
275,ESCALATING,ZONE_C,46.57,46.66,35.36,36.93,38.38,32.45,43.27
275,ESCALATING,ZONE_D,39.9,38.53,30.02,32.1,31.03,28.32,32.54
280,ESCALATING,ZONE_A,49.84,50.09,41.08,43.04,43.16,38.86,39.32
280,ESCALATING,ZONE_B,73.25,65.75,56.81,67.2,57.4,47.29,58.24
280,ESCALATING,ZONE_C,46.62,38.39,36.22,44.95,40.62,37.25,36.2
280,ESCALATING,ZONE_D,35.68,36.22,30.16,33.22,31.21,29.39,30.09
285,ESCALATING,ZONE_A,52.08,51.9,41.9,43.5,43.7,40.93,46.81
285,ESCALATING,ZONE_B,74.34,69.23,55.33,64.37,58.81,54.29,62.12
285,ESCALATING,ZONE_C,48.54,42.29,36.09,37.02,36.31,32.35,41.13
285,ESCALATING,ZONE_D,36.28,36.44,31.69,38.24,33.38,25.58,32.32
290,ESCALATING,ZONE_A,53.79,49.8,39.96,47.64,43.86,40.23,45.3
290,ESCALATING,ZONE_B,75.01,68.86,56.77,61.19,56.76,55.38,60.5
290,ESCALATING,ZONE_C,48.38,44.87,33.02,39.5,36.18,35.51,41.92
290,ESCALATING,ZONE_D,40.1,37.82,31.31,31.79,32.01,29.42,35.04
295,ESCALATING,ZONE_A,55.64,51.24,42.82,48.68,41.89,35.38,48.86
295,ESCALATING,ZONE_B,73.61,68.31,53.83,62.03,60.87,53.11,55.72
295,ESCALATING,ZONE_C,48.91,42.31,30.27,35.88,40.54,33.0,37.12
295,ESCALATING,ZONE_D,37.99,36.54,24.84,32.55,30.85,26.56,33.41
0,CRITICAL,ZONE_A,29.89,15.35,8.15,13.72,12.46,4.3,9.09
0,CRITICAL,ZONE_B,40.75,23.37,7.16,26.06,19.56,6.96,11.01
0,CRITICAL,ZONE_C,24.38,13.23,8.12,20.66,13.22,5.86,7.83
0,CRITICAL,ZONE_D,19.79,15.3,5.7,14.64,12.85,6.47,4.98
5,CRITICAL,ZONE_A,29.49,21.83,7.96,15.8,7.49,3.88,7.33
5,CRITICAL,ZONE_B,40.16,32.54,8.63,20.66,18.98,9.17,14.28
5,CRITICAL,ZONE_C,27.83,21.07,5.54,14.46,10.57,7.95,7.47
5,CRITICAL,ZONE_D,23.62,13.7,2.46,6.87,4.4,3.32,3.13
10,CRITICAL,ZONE_A,30.22,19.75,9.71,15.93,9.16,7.11,10.01
10,CRITICAL,ZONE_B,37.36,27.93,5.46,19.19,17.53,10.28,11.48
10,CRITICAL,ZONE_C,25.96,21.88,10.42,15.96,14.33,5.8,12.96
10,CRITICAL,ZONE_D,22.8,12.6,0.0,9.16,7.31,4.21,11.4
15,CRITICAL,ZONE_A,31.17,26.3,6.23,16.87,13.03,8.12,8.23
15,CRITICAL,ZONE_B,39.19,28.25,11.88,25.74,9.39,8.82,13.45
15,CRITICAL,ZONE_C,27.53,26.9,3.56,12.75,11.42,8.08,14.29
15,CRITICAL,ZONE_D,21.15,18.04,5.98,12.41,6.69,5.85,4.84
20,CRITICAL,ZONE_A,27.81,20.78,5.56,12.36,10.51,6.07,12.03
20,CRITICAL,ZONE_B,41.01,30.41,12.51,22.47,15.35,10.97,17.16
20,CRITICAL,ZONE_C,25.45,21.37,11.1,17.31,8.43,11.05,12.6
20,CRITICAL,ZONE_D,23.0,15.58,3.61,15.84,10.23,5.25,7.98
25,CRITICAL,ZONE_A,32.59,20.36,8.69,12.52,11.94,10.32,13.45
25,CRITICAL,ZONE_B,40.39,30.0,13.18,28.81,16.81,14.83,18.33
25,CRITICAL,ZONE_C,28.41,20.11,8.89,15.45,13.02,8.16,6.96
25,CRITICAL,ZONE_D,22.85,14.42,7.16,11.41,7.3,2.78,6.97
30,CRITICAL,ZONE_A,30.55,25.92,5.75,15.02,15.75,14.26,13.28
30,CRITICAL,ZONE_B,42.5,30.53,12.74,24.24,20.77,14.02,16.44
30,CRITICAL,ZONE_C,25.61,18.31,9.59,16.18,12.65,9.99,8.34
30,CRITICAL,ZONE_D,24.58,15.35,15.11,16.41,13.51,9.38,14.21
35,CRITICAL,ZONE_A,32.56,18.59,5.18,19.91,14.0,8.19,12.94
35,CRITICAL,ZONE_B,41.27,29.68,21.42,25.5,17.93,18.19,17.84
35,CRITICAL,ZONE_C,31.22,20.19,8.45,18.37,8.32,7.52,13.99
35,CRITICAL,ZONE_D,22.36,11.25,6.91,15.99,11.31,8.72,13.31
40,CRITICAL,ZONE_A,33.62,27.31,12.72,24.07,15.96,11.65,17.01
40,CRITICAL,ZONE_B,45.68,32.92,15.46,26.67,17.79,15.7,19.3
40,CRITICAL,ZONE_C,25.47,24.42,15.2,16.56,14.54,13.15,10.57
40,CRITICAL,ZONE_D,25.25,20.29,6.21,11.66,15.72,9.01,8.26
45,CRITICAL,ZONE_A,32.27,32.95,14.61,22.48,18.4,17.72,17.37
45,CRITICAL,ZONE_B,49.33,34.77,10.98,28.17,29.63,19.54,17.55
45,CRITICAL,ZONE_C,31.4,20.78,10.26,16.09,15.66,14.19,12.44
45,CRITICAL,ZONE_D,23.85,17.38,7.77,11.8,8.78,9.07,9.21
50,CRITICAL,ZONE_A,31.92,30.47,13.75,22.69,15.13,15.53,14.31
50,CRITICAL,ZONE_B,48.02,34.1,15.63,28.78,24.67,14.27,18.24
50,CRITICAL,ZONE_C,27.9,20.66,13.98,24.92,16.87,11.35,16.4
50,CRITICAL,ZONE_D,27.97,20.51,11.63,14.18,13.14,11.32,14.08
55,CRITICAL,ZONE_A,36.3,27.38,21.92,29.43,19.79,15.64,16.52
55,CRITICAL,ZONE_B,48.15,36.44,22.71,27.66,28.01,17.68,28.45
55,CRITICAL,ZONE_C,30.8,23.4,11.12,24.58,10.7,15.41,13.9
55,CRITICAL,ZONE_D,26.28,23.3,11.86,19.6,13.2,6.82,13.74
60,CRITICAL,ZONE_A,39.34,28.47,16.34,27.6,19.75,16.73,14.36
60,CRITICAL,ZONE_B,46.07,36.33,24.73,37.88,28.92,23.85,25.53
60,CRITICAL,ZONE_C,31.36,29.62,13.12,19.33,17.96,15.62,15.23
60,CRITICAL,ZONE_D,28.68,22.92,14.18,17.04,13.45,13.72,15.29
65,CRITICAL,ZONE_A,39.62,35.41,21.31,30.29,20.49,18.84,17.82
65,CRITICAL,ZONE_B,48.9,39.52,21.9,30.71,31.14,21.53,28.49
65,CRITICAL,ZONE_C,29.97,24.32,20.44,22.68,20.72,15.17,15.92
65,CRITICAL,ZONE_D,26.9,25.18,11.39,17.25,20.67,15.56,14.07
70,CRITICAL,ZONE_A,38.9,33.82,21.07,22.98,20.89,16.29,23.74
70,CRITICAL,ZONE_B,49.87,43.25,26.22,40.51,33.04,29.42,27.42
70,CRITICAL,ZONE_C,37.46,27.16,16.67,26.87,19.15,15.63,19.33
70,CRITICAL,ZONE_D,29.43,23.77,6.99,17.24,17.6,13.59,17.07
75,CRITICAL,ZONE_A,44.67,36.67,16.76,32.84,28.15,17.43,23.04
75,CRITICAL,ZONE_B,54.16,41.9,28.69,37.31,32.6,25.36,27.69
75,CRITICAL,ZONE_C,35.13,29.48,25.73,25.77,16.43,19.27,20.87
75,CRITICAL,ZONE_D,31.99,23.59,13.29,21.93,18.11,15.23,16.69
80,CRITICAL,ZONE_A,43.96,36.07,20.26,31.81,22.16,22.35,29.1
80,CRITICAL,ZONE_B,51.01,43.61,34.13,35.17,33.26,35.01,32.34
80,CRITICAL,ZONE_C,36.28,30.68,20.87,25.82,25.37,18.49,19.42
80,CRITICAL,ZONE_D,35.11,19.84,16.57,21.97,18.22,19.04,21.28
85,CRITICAL,ZONE_A,43.06,34.91,28.64,34.35,32.53,26.74,30.72
85,CRITICAL,ZONE_B,58.01,49.82,36.62,37.33,38.42,28.69,43.97
85,CRITICAL,ZONE_C,43.34,29.55,22.81,22.75,25.64,18.95,22.48
85,CRITICAL,ZONE_D,31.46,25.84,18.71,22.73,21.25,17.54,20.91
90,CRITICAL,ZONE_A,45.78,38.33,28.08,32.19,28.01,23.86,28.46
90,CRITICAL,ZONE_B,55.9,47.6,33.95,39.38,44.76,41.05,37.65
90,CRITICAL,ZONE_C,40.5,33.82,25.8,23.2,31.49,19.77,29.98
90,CRITICAL,ZONE_D,34.01,24.54,17.24,18.88,24.93,19.87,23.01
95,CRITICAL,ZONE_A,46.12,42.8,29.55,37.42,35.55,27.39,32.96
95,CRITICAL,ZONE_B,58.21,46.67,38.83,44.93,42.18,37.84,42.75
95,CRITICAL,ZONE_C,41.59,35.41,23.15,30.28,27.3,24.31,26.27
95,CRITICAL,ZONE_D,30.61,33.2,19.93,25.74,26.23,18.04,21.22
100,CRITICAL,ZONE_A,46.48,44.05,33.48,32.37,35.11,33.84,32.53
100,CRITICAL,ZONE_B,63.28,53.54,38.79,49.92,46.3,41.84,46.46
100,CRITICAL,ZONE_C,36.63,38.12,27.12,29.69,28.67,26.65,25.98
100,CRITICAL,ZONE_D,34.8,37.03,24.05,31.18,28.46,22.71,21.28
105,CRITICAL,ZONE_A,49.22,43.68,30.37,39.02,33.08,29.92,38.21
105,CRITICAL,ZONE_B,61.59,52.84,42.38,46.81,50.65,42.86,49.94
105,CRITICAL,ZONE_C,37.37,37.7,30.58,31.89,28.82,27.51,25.93
105,CRITICAL,ZONE_D,37.56,27.29,29.36,28.09,20.19,22.24,27.62
110,CRITICAL,ZONE_A,50.39,43.14,36.75,38.86,38.48,34.91,34.73
110,CRITICAL,ZONE_B,67.03,59.06,50.81,53.47,51.43,48.05,49.56
110,CRITICAL,ZONE_C,41.0,36.17,33.22,32.75,32.2,33.72,33.05
110,CRITICAL,ZONE_D,35.96,33.98,23.42,24.71,28.02,24.47,26.02
115,CRITICAL,ZONE_A,51.13,44.71,32.59,37.84,44.25,36.01,34.87
115,CRITICAL,ZONE_B,67.45,58.56,51.9,57.85,53.65,50.0,45.88
115,CRITICAL,ZONE_C,44.92,38.5,30.58,28.63,37.37,31.5,33.13
115,CRITICAL,ZONE_D,39.89,31.23,28.33,29.98,25.68,22.41,28.52
120,CRITICAL,ZONE_A,49.33,46.79,43.96,41.6,45.48,37.71,42.19
120,CRITICAL,ZONE_B,69.76,62.66,50.19,63.37,56.12,48.09,54.45
120,CRITICAL,ZONE_C,45.14,42.64,29.37,34.77,33.74,36.35,37.97
120,CRITICAL,ZONE_D,42.39,35.97,23.63,21.59,32.79,26.77,33.33
125,CRITICAL,ZONE_A,51.09,50.99,40.19,46.31,42.05,39.05,43.75
125,CRITICAL,ZONE_B,67.67,62.96,57.88,56.4,56.7,54.75,60.95
125,CRITICAL,ZONE_C,42.19,38.38,35.31,36.47,34.89,38.32,37.94
125,CRITICAL,ZONE_D,37.66,36.55,32.75,30.72,31.26,28.37,32.94
130,CRITICAL,ZONE_A,54.79,51.22,42.3,43.31,49.95,42.98,42.32
130,CRITICAL,ZONE_B,74.5,65.81,56.75,57.93,58.76,51.2,57.61
130,CRITICAL,ZONE_C,48.71,41.79,39.52,38.08,39.1,36.51,33.77
130,CRITICAL,ZONE_D,40.38,39.26,30.22,29.2,38.63,28.09,31.0
135,CRITICAL,ZONE_A,57.56,49.9,41.42,49.87,43.51,44.41,45.72
135,CRITICAL,ZONE_B,73.17,65.09,60.63,63.07,67.94,54.46,62.86
135,CRITICAL,ZONE_C,52.1,45.31,42.82,37.31,39.09,33.58,41.03
135,CRITICAL,ZONE_D,41.25,38.12,31.82,34.25,34.93,31.31,27.01
140,CRITICAL,ZONE_A,57.31,54.29,48.57,45.78,51.36,44.08,44.56
140,CRITICAL,ZONE_B,77.6,70.39,64.67,66.68,66.91,57.76,63.36
140,CRITICAL,ZONE_C,50.16,45.0,37.54,38.03,42.84,36.8,39.82
140,CRITICAL,ZONE_D,46.1,38.69,36.08,31.26,35.17,30.44,39.85
145,CRITICAL,ZONE_A,58.66,58.2,53.66,51.87,48.35,46.69,52.68
145,CRITICAL,ZONE_B,75.94,70.98,62.98,62.92,69.54,63.62,64.12
145,CRITICAL,ZONE_C,54.23,47.24,45.96,41.49,45.1,39.27,38.35
145,CRITICAL,ZONE_D,42.1,42.04,33.71,35.1,37.03,36.55,31.09
150,CRITICAL,ZONE_A,61.69,58.15,51.48,50.93,51.52,42.35,52.91
150,CRITICAL,ZONE_B,80.89,72.34,66.27,66.12,72.23,61.09,72.22
150,CRITICAL,ZONE_C,55.07,48.36,45.91,42.07,45.56,38.65,48.68
150,CRITICAL,ZONE_D,41.55,36.34,33.69,35.07,34.86,32.7,32.01
155,CRITICAL,ZONE_A,61.82,58.98,48.08,54.45,59.84,48.86,53.41
155,CRITICAL,ZONE_B,81.44,75.16,65.7,70.79,75.17,65.57,78.18
155,CRITICAL,ZONE_C,53.88,50.83,49.22,48.99,49.32,38.62,44.36
155,CRITICAL,ZONE_D,43.02,45.23,39.41,39.08,37.61,31.85,35.89
160,CRITICAL,ZONE_A,63.22,64.02,50.67,54.45,54.3,48.81,55.09
160,CRITICAL,ZONE_B,86.33,77.82,70.7,73.2,72.97,69.82,74.73
160,CRITICAL,ZONE_C,52.25,52.9,47.08,42.49,48.32,39.75,47.71
160,CRITICAL,ZONE_D,45.82,45.39,42.11,41.38,39.44,36.86,39.54
165,CRITICAL,ZONE_A,66.41,64.73,56.65,53.99,64.06,50.56,55.1
165,CRITICAL,ZONE_B,85.46,82.02,78.91,74.0,76.83,72.61,78.65
165,CRITICAL,ZONE_C,51.91,53.52,49.07,53.49,52.24,43.69,51.69
165,CRITICAL,ZONE_D,46.32,49.26,35.27,39.71,45.44,34.2,39.73
170,CRITICAL,ZONE_A,61.22,64.94,59.71,63.58,55.82,56.66,58.51
170,CRITICAL,ZONE_B,85.71,81.95,76.32,76.18,75.66,66.83,75.08
170,CRITICAL,ZONE_C,53.33,50.85,50.23,42.34,51.29,43.39,50.83
170,CRITICAL,ZONE_D,46.44,44.51,36.87,43.09,45.14,40.15,40.14
175,CRITICAL,ZONE_A,67.37,58.49,62.62,59.82,60.57,55.92,57.42
175,CRITICAL,ZONE_B,85.75,81.87,79.52,76.11,81.37,69.36,78.23
175,CRITICAL,ZONE_C,54.84,55.32,50.51,54.0,52.59,45.15,51.01
175,CRITICAL,ZONE_D,48.4,43.67,41.69,48.6,44.73,36.86,44.33
180,CRITICAL,ZONE_A,65.53,62.53,53.97,61.11,64.93,53.77,62.08
180,CRITICAL,ZONE_B,90.09,86.41,77.2,78.52,88.09,73.99,79.29
180,CRITICAL,ZONE_C,55.11,56.21,53.36,58.13,52.13,47.45,51.17
180,CRITICAL,ZONE_D,46.2,43.71,40.53,41.59,47.77,42.17,46.32
185,CRITICAL,ZONE_A,67.02,65.51,58.87,56.86,65.76,56.49,68.31
185,CRITICAL,ZONE_B,89.71,86.48,80.54,79.25,80.57,73.13,82.55
185,CRITICAL,ZONE_C,58.96,57.02,52.49,54.83,53.17,51.56,55.56
185,CRITICAL,ZONE_D,47.34,46.09,45.36,41.75,45.6,42.65,44.6
190,CRITICAL,ZONE_A,68.42,63.29,65.54,62.3,66.03,60.65,61.4
190,CRITICAL,ZONE_B,90.77,86.05,81.95,80.72,87.84,76.65,85.67
190,CRITICAL,ZONE_C,59.19,56.07,60.89,49.9,56.4,48.11,60.27
190,CRITICAL,ZONE_D,50.56,52.09,44.85,47.83,48.49,38.63,43.16
195,CRITICAL,ZONE_A,68.78,65.99,58.98,60.42,68.52,59.19,60.31
195,CRITICAL,ZONE_B,90.96,89.99,84.93,84.21,88.69,79.6,85.51
195,CRITICAL,ZONE_C,61.6,55.87,56.01,53.82,55.2,52.68,56.94
195,CRITICAL,ZONE_D,48.96,46.57,45.82,46.73,50.94,43.74,45.85
200,CRITICAL,ZONE_A,66.53,71.3,63.45,59.97,65.35,55.71,69.49
200,CRITICAL,ZONE_B,93.35,92.17,83.01,80.66,88.5,80.24,84.49
